"id"	"open"	"close"	"high"	"low"	"vol"	"amount"	"count"	"update_time"
"1577457000"	"124.71"	"124.81"	"124.86"	"124.62"	"105359.84858559"	"844.4362385172872"	"481"	
"1577457900"	"124.81"	"124.9"	"125.19"	"124.8"	"183652.70044975472"	"1469.6571972551815"	"588"	
"1577458800"	"124.91"	"125"	"125.14"	"124.74"	"123062.7820194"	"984.8441770221705"	"486"	
"1577459700"	"125.01"	"125.77"	"126.49"	"125.01"	"1068490.0439031632"	"8486.906468101159"	"2217"	
"1577460600"	"125.77"	"126.16"	"126.24"	"125.45"	"491055.68946463015"	"3900.2132442672314"	"899"	
"1577461500"	"126.16"	"126.09"	"126.59"	"125.77"	"735367.79798905"	"5827.267214218534"	"1532"	
"1577462400"	"126.11"	"126.46"	"127.06"	"125.81"	"1571057.1427178523"	"12413.300063421091"	"2500"	
"1577463300"	"126.45"	"126.76"	"126.86"	"126.04"	"482099.09426608"	"3812.520229074577"	"1144"	
"1577464200"	"126.78"	"125.12"	"126.84"	"124.84"	"1266167.9282314617"	"10080.423029908874"	"2226"	
"1577465100"	"125.12"	"125.22"	"125.56"	"124.99"	"504871.94992227"	"4029.938855212928"	"1007"	
"1577466000"	"125.23"	"125.26"	"125.62"	"124.95"	"431444.2322576876"	"3444.631923327747"	"933"	
"1577466900"	"125.26"	"125.47"	"125.52"	"125.06"	"196961.496796"	"1571.7735669854933"	"730"	
"1577467800"	"125.47"	"125.5"	"125.61"	"125.2"	"119744.359334"	"954.5281220576525"	"609"	
"1577468700"	"125.48"	"125.25"	"125.48"	"124.51"	"674710.664482"	"5398.390691604864"	"1211"	
"1577469600"	"125.26"	"125.52"	"125.79"	"125.26"	"239486.337966"	"1906.5846961005898"	"931"	
"1577470500"	"125.54"	"125.5"	"125.72"	"125.23"	"167472.15826"	"1334.4497"	"648"	
"1577471400"	"125.51"	"125.39"	"125.86"	"125.21"	"272215.63955174"	"2169.6451903912593"	"814"	
"1577472300"	"125.39"	"125.3"	"125.62"	"124.97"	"594359.4348557234"	"4744.053826167777"	"909"	
"1577473200"	"125.3"	"125.61"	"125.73"	"125.3"	"214991.9472721487"	"1712.9509589610025"	"687"	
"1577474100"	"125.61"	"125.55"	"125.65"	"125.47"	"31899.218151"	"254.1075"	"344"	
"1577475000"	"125.54"	"125.36"	"125.8"	"125.12"	"263041.494119"	"2097.3938"	"974"	
"1577475900"	"125.33"	"125.36"	"125.45"	"125.18"	"93015.515843"	"741.8829796569605"	"327"	
"1577476800"	"125.38"	"125.46"	"125.81"	"125.38"	"168514.660465"	"1341.6240836780146"	"639"	
"1577477700"	"125.46"	"125.58"	"125.62"	"125.34"	"120851.424307"	"963.2044"	"361"	
"1577478600"	"125.61"	"125.61"	"125.64"	"125.4"	"51685.075389"	"411.7652"	"346"	
"1577479500"	"125.61"	"125.6"	"125.68"	"125.41"	"206604.402482"	"1645.4415"	"568"	
"1577480400"	"125.61"	"125.49"	"125.82"	"125.16"	"191923.69796112"	"1530.510548550295"	"707"	
"1577481300"	"125.48"	"125.46"	"125.57"	"125.38"	"40150.912667"	"320.0257022543032"	"265"	
"1577482200"	"125.46"	"125.64"	"125.75"	"125.46"	"39124.836246"	"311.447"	"325"	
"1577483100"	"125.65"	"125.66"	"125.66"	"125.61"	"9896.57857418"	"78.76786345042177"	"110"	
"1577484000"	"125.68"	"126.02"	"126.03"	"125.68"	"155639.336163"	"1236.3701169117062"	"644"	
"1577484900"	"126.01"	"126.4"	"126.61"	"126"	"229098.23401728"	"1812.253398302206"	"843"	
"1577485800"	"126.4"	"126.59"	"126.75"	"126.25"	"357482.42836"	"2825.2610593861245"	"626"	
"1577486700"	"126.6"	"126.3"	"126.7"	"126.28"	"230119.3674982132"	"1818.851521320278"	"774"	
"1577487600"	"126.3"	"126.25"	"126.45"	"126.07"	"234100.470739"	"1854.2197429952662"	"685"	
"1577488500"	"126.24"	"126.2"	"126.36"	"126.16"	"185160.05377036"	"1466.6956962899399"	"521"	
"1577489400"	"126.19"	"126.39"	"126.4"	"126.08"	"165571.6501374148"	"1311.4946804504875"	"710"	
"1577490300"	"126.38"	"126.27"	"126.39"	"126.19"	"590709.84787003"	"4679.253937296161"	"792"	
"1577491200"	"126.26"	"126.17"	"126.27"	"125.85"	"448749.9241477008"	"3558.754326520735"	"1096"	
"1577492100"	"126.15"	"126.78"	"126.78"	"126.05"	"828554.6587747583"	"6558.483774451516"	"1227"	
"1577493000"	"126.73"	"127.35"	"127.78"	"126.73"	"1562499.5417090338"	"12278.547257559594"	"2791"	
"1577493900"	"127.32"	"127.64"	"127.72"	"127.22"	"902657.3509478782"	"7081.970436062823"	"1231"	
"1577494800"	"127.63"	"127.24"	"128.3"	"127.19"	"1093234.3525047924"	"8557.431666626635"	"2338"	
"1577495700"	"127.27"	"127.43"	"127.5"	"126.93"	"410395.07980740885"	"3224.4429611582996"	"786"	
"1577496600"	"127.44"	"127.57"	"127.57"	"127.13"	"359694.4327566376"	"2824.0297914385537"	"824"	
"1577497500"	"127.55"	"127.38"	"127.62"	"127.29"	"318227.5453259786"	"2497.397582289593"	"729"	
"1577498400"	"127.4"	"127.18"	"127.94"	"127.14"	"611907.96339251"	"4795.190451294445"	"1263"	
"1577499300"	"127.19"	"126.91"	"127.44"	"126.68"	"621518.527135448"	"4893.088913156293"	"1361"	
"1577500200"	"126.91"	"126.88"	"126.92"	"126.48"	"307029.562729"	"2422.6706293343045"	"811"	
"1577501100"	"126.87"	"126.9"	"127.09"	"126.78"	"135286.6306602"	"1065.9021491395217"	"640"	
"1577502000"	"126.9"	"127.07"	"127.2"	"126.89"	"186723.50294041855"	"1469.707309746923"	"562"	
"1577502900"	"127.06"	"127.02"	"127.07"	"126.56"	"180783.25892978"	"1425.2489100945825"	"619"	
"1577503800"	"127.02"	"127"	"127.07"	"126.81"	"163460.901745"	"1287.0634410646321"	"539"	
"1577504700"	"127"	"127.04"	"127.06"	"126.97"	"117804.363733"	"927.4222612357339"	"320"	
"1577505600"	"127.05"	"127.25"	"127.36"	"126.7"	"303349.59633099"	"2387.6358482402825"	"963"	
"1577506500"	"127.25"	"127.21"	"127.37"	"127.17"	"119749.46466439376"	"940.954545527485"	"523"	
"1577507400"	"127.22"	"127.5"	"127.61"	"127.01"	"167396.37397079"	"1314.7220941104665"	"708"	
"1577508300"	"127.49"	"127.48"	"127.8"	"127.15"	"441119.62561486"	"3460.4054560513073"	"1114"	
"1577509200"	"127.44"	"127.72"	"127.89"	"127.44"	"238650.1366056354"	"1869.1741469079952"	"851"	
"1577510100"	"127.71"	"127.56"	"127.81"	"127.52"	"215851.6800369738"	"1690.6146655858365"	"758"	
"1577511000"	"127.55"	"127.88"	"127.92"	"127.45"	"301536.624386"	"2361.6003"	"788"	
"1577511900"	"127.88"	"127.81"	"128.15"	"127.68"	"733410.456896722"	"5730.406530013003"	"1375"	
"1577512800"	"127.82"	"128.11"	"128.56"	"127.81"	"722507.3379431575"	"5630.64657354069"	"1838"	
"1577513700"	"128.11"	"128.2"	"128.33"	"127.71"	"349320.4272903354"	"2729.8369424678554"	"942"	
"1577514600"	"128.18"	"127.34"	"128.18"	"127.19"	"462689.11832847"	"3624.586220882206"	"1181"	
"1577515500"	"127.34"	"127.13"	"127.47"	"126.99"	"436554.807775736"	"3431.956290747956"	"1046"	
"1577516400"	"127.13"	"127.52"	"127.56"	"127.01"	"287774.93468381"	"2259.915694664585"	"1121"	
"1577517300"	"127.51"	"127.33"	"127.54"	"127.24"	"242536.54158379"	"1903.7594942673638"	"687"	
"1577518200"	"127.32"	"127.19"	"127.33"	"127.02"	"185058.6986234"	"1455.3330404071087"	"699"	
"1577519100"	"127.19"	"127.2"	"127.28"	"126.9"	"419365.458598"	"3298.8015"	"918"	
"1577520000"	"127.2"	"126.97"	"127.3"	"126.64"	"651830.78047204"	"5133.126984200599"	"1247"	
"1577520900"	"126.97"	"126.89"	"127.11"	"126.78"	"330798.027546"	"2607.132834292471"	"734"	
"1577521800"	"126.89"	"127.15"	"127.18"	"126.83"	"208538.56432769902"	"1642.3953731336496"	"642"	
"1577522700"	"127.14"	"127.31"	"127.45"	"127.14"	"260450.0124712107"	"2045.667303537702"	"1007"	
"1577523600"	"127.3"	"127.24"	"127.31"	"127.17"	"208839.08590311522"	"1641.4170928921283"	"925"	
"1577524500"	"127.25"	"127.44"	"127.45"	"127.14"	"157662.45983160895"	"1238.3260289104003"	"1076"	
"1577525400"	"127.44"	"127.34"	"127.47"	"127.23"	"148481.6895126"	"1165.9372374969203"	"742"	
"1577526300"	"127.35"	"127.23"	"127.39"	"127.08"	"140706.6002294034"	"1106.1658601821734"	"624"	
"1577527200"	"127.23"	"127.21"	"127.44"	"126.9"	"390168.89733529"	"3068.0184468923308"	"1111"	
"1577528100"	"127.21"	"127.33"	"127.33"	"127.13"	"83782.84721598534"	"658.549511563232"	"552"	
"1577529000"	"127.33"	"127.49"	"127.5"	"127.29"	"106355.26363279227"	"834.9913189891714"	"469"	
"1577529900"	"127.49"	"127.88"	"128"	"127.31"	"360629.7820144014"	"2826.519387536542"	"951"	
"1577530800"	"127.87"	"127.22"	"127.9"	"127"	"515670.90660164"	"4047.751279820307"	"1501"	
"1577531700"	"127.19"	"127.14"	"127.21"	"127.01"	"113301.61190981"	"891.1780457891238"	"659"	
"1577532600"	"127.14"	"127.23"	"127.26"	"126.92"	"164675.155927"	"1296.3630796854852"	"662"	
"1577533500"	"127.25"	"127.33"	"127.35"	"127.04"	"165683.780878"	"1302.4889484012244"	"495"	
"1577534400"	"127.33"	"127.2"	"127.39"	"127.14"	"238819.73424278476"	"1876.267162969852"	"651"	
"1577535300"	"127.17"	"127.4"	"127.56"	"127.1"	"167745.812091"	"1317.2822755129503"	"597"	
"1577536200"	"127.38"	"127.5"	"127.52"	"127.31"	"105223.7512380654"	"825.7654624470281"	"385"	
"1577537100"	"127.49"	"127.59"	"127.71"	"127.43"	"378883.1917536128"	"2970.0703286684125"	"759"	
"1577538000"	"127.6"	"127.21"	"127.69"	"127.17"	"129770.19575536"	"1018.5165940757403"	"647"	
"1577538900"	"127.21"	"127.12"	"127.3"	"127"	"151941.2317985425"	"1194.6261458873976"	"686"	
"1577539800"	"127.12"	"127.12"	"127.36"	"127.04"	"97660.825984"	"767.6809388431168"	"409"	
"1577540700"	"127.12"	"127.32"	"127.34"	"127.05"	"158940.71274411448"	"1249.7209481324144"	"486"	
"1577541600"	"127.33"	"127.59"	"127.61"	"127.31"	"232180.00439680953"	"1821.433421352902"	"755"	
"1577542500"	"127.59"	"127.47"	"127.64"	"127.35"	"206499.96708041028"	"1619.350860258079"	"1112"	
"1577543400"	"127.48"	"127.64"	"127.73"	"127.42"	"111083.07898123"	"870.7754085022721"	"548"	
"1577544300"	"127.65"	"128.02"	"128.02"	"127.5"	"457615.053033"	"3581.550797527193"	"865"	
"1577545200"	"128.02"	"127.99"	"128.07"	"127.76"	"249322.52488292276"	"1949.3285250825568"	"1100"	
"1577546100"	"127.97"	"127.43"	"128.45"	"127.36"	"679981.4128280526"	"5318.583732175322"	"1890"	
"1577547000"	"127.44"	"127.3"	"127.45"	"126.95"	"442254.46153537615"	"3477.1117541787376"	"1118"	
"1577547900"	"127.29"	"127.44"	"127.6"	"127.23"	"215857.125237"	"1694.023168332901"	"608"	
"1577548800"	"127.42"	"127.67"	"127.8"	"126.87"	"501091.3327527403"	"3933.5633952195344"	"1196"	
"1577549700"	"127.67"	"127.81"	"127.83"	"127.6"	"322771.11283506604"	"2527.1596775426883"	"912"	
"1577550600"	"127.82"	"128.22"	"128.24"	"127.72"	"861128.8153598289"	"6725.526499078199"	"1664"	
"1577551500"	"128.23"	"128.14"	"128.4"	"128.05"	"341442.04841194"	"2663.0786086275816"	"993"	
"1577552400"	"128.14"	"128.44"	"128.48"	"128.04"	"320216.4140084537"	"2495.882785951568"	"751"	
"1577553300"	"128.44"	"128.18"	"128.46"	"128.05"	"322440.5040077899"	"2514.248813778599"	"803"	
"1577554200"	"128.16"	"128.9"	"128.99"	"128.14"	"497977.860725469"	"3873.4406906324666"	"1427"	
"1577555100"	"128.87"	"129.18"	"129.53"	"128.84"	"1065169.2016761"	"8246.795940690814"	"2268"	
"1577556000"	"129.19"	"129.2"	"129.7"	"129.07"	"847760.7250977342"	"6549.829301511668"	"1797"	
"1577556900"	"129.18"	"129.15"	"129.52"	"128.92"	"386467.188993"	"2991.362166875508"	"1026"	
"1577557800"	"129.18"	"128.68"	"129.46"	"128.57"	"542941.635747"	"4205.392401449971"	"1199"	
"1577558700"	"128.69"	"128.98"	"129"	"128.62"	"298138.6476624738"	"2315.359810696666"	"705"	
"1577559600"	"128.97"	"128.92"	"128.99"	"128.85"	"128058.818889"	"993.2965380232226"	"439"	
"1577560500"	"128.92"	"129.04"	"129.27"	"128.79"	"108541.18395228994"	"841.6727"	"445"	
"1577561400"	"129.05"	"128.82"	"129.13"	"128.74"	"92376.83459363"	"716.4408168244457"	"509"	
"1577562300"	"128.81"	"129"	"129.11"	"128.81"	"47137.274534"	"365.5251"	"284"	
"1577563200"	"129.02"	"129.25"	"129.3"	"129"	"371907.451518"	"2877.9082204037436"	"612"	
"1577564100"	"129.25"	"128.98"	"129.25"	"128.85"	"202065.10785299"	"1565.6229955140466"	"625"	
"1577565000"	"128.95"	"128.7"	"128.98"	"128.34"	"189209.434925"	"1471.1415"	"739"	
"1577565900"	"128.71"	"128.64"	"128.86"	"128.6"	"127061.025416"	"987.0161"	"522"	
"1577566800"	"128.65"	"128.5"	"128.73"	"128.27"	"273633.20626274"	"2130.002044198061"	"614"	
"1577567700"	"128.51"	"128.37"	"128.51"	"128.23"	"97802.781131"	"761.8039"	"507"	
"1577568600"	"128.36"	"128.68"	"128.81"	"128.27"	"74455.964257"	"579.4346"	"377"	
"1577569500"	"128.68"	"128.41"	"128.68"	"128.33"	"127430.984321"	"991.8564"	"468"	
"1577570400"	"128.41"	"128.22"	"128.41"	"127.97"	"261961.037983"	"2044.5320816558822"	"776"	
"1577571300"	"128.21"	"128.06"	"128.23"	"128.06"	"56847.527524"	"443.5837"	"301"	
"1577572200"	"128.06"	"128.25"	"128.26"	"128.04"	"39366.504947"	"307.1279"	"288"	
"1577573100"	"128.26"	"128.2"	"128.29"	"128.14"	"39220.32355681"	"305.9335157883258"	"301"	
"1577574000"	"128.2"	"128.18"	"128.36"	"128.17"	"168745.7262542349"	"1315.5138153429823"	"365"	
"1577574900"	"128.18"	"128.2"	"128.3"	"128.14"	"109174.754903"	"851.1803710833983"	"493"	
"1577575800"	"128.18"	"128.31"	"128.35"	"128.16"	"149240.30334260553"	"1163.3154918166395"	"571"	
"1577576700"	"128.32"	"128.11"	"128.34"	"127.88"	"202804.60430108"	"1582.2522040246129"	"865"	
"1577577600"	"128.11"	"127.94"	"128.16"	"127.83"	"335795.57423355"	"2624.5004894001495"	"900"	
"1577578500"	"127.93"	"127.75"	"127.94"	"127.71"	"425256.9731694182"	"3327.336822070904"	"1535"	
"1577579400"	"127.76"	"127.96"	"128.09"	"127.72"	"138388.4306163367"	"1081.9342551125715"	"620"	
"1577580300"	"127.95"	"127.91"	"128.12"	"127.87"	"203514.13698861335"	"1589.8033724036595"	"603"	
"1577581200"	"127.91"	"127.57"	"127.92"	"127.57"	"153633.47409612"	"1202.8151975946955"	"708"	
"1577582100"	"127.56"	"127.63"	"127.8"	"127.52"	"155101.99387381185"	"1214.8666872500562"	"630"	
"1577583000"	"127.63"	"127.65"	"127.8"	"127.58"	"119592.7002002875"	"936.578607732629"	"482"	
"1577583900"	"127.66"	"127.6"	"127.74"	"127.56"	"110972.80564289"	"869.6212088456708"	"543"	
